title,company,location,how_old,link
Senior Software Engineer,IBM,"São Paulo, SP",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=6c33081d3a3a4c7c&fccid=de71a49b535e21cb&vjs=3
Analista Sistemas Pleno,Vivo Digital,"Curitiba, PR",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=ee1fb5a31641f1a1&fccid=af82f506ed7ea7e1&vjs=3
Junior Sales Engineer,Loggi,"São Paulo, SP",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=dc3ab7d66677394c&fccid=beae102407e0c245&vjs=3
Analista de DevOps,Senior Sistemas,"Blumenau, SC",Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=f38f3af866ac5786&fccid=e1dc47ab7b04aa94&vjs=3
Analista de Desenvolvimento de Software Pleno,TAGNA Tecnologia,Home office,Postedhá 30 dias,https://br.indeed.com/rc/clk?jk=38f5ac9a70ed3403&fccid=91aca88a6e1684d8&vjs=3
ANALISTA TI I,Vik Tech and Services,"Barueri, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=942eca163fe19fba&fccid=0379ecf46bc19fc9&vjs=3
ANALISTA DE DADOS PL,Lojas Quero-Quero,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=164fb1738238b651&fccid=03622d1d00114568&vjs=3
Sr DAIoT Analyst,Promon Logicalis,"Barueri, SP",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=d865633af94a2ce2&fccid=0ca596ca3fb8305d&vjs=3
Desenvolvedor(a) Flutter,Não encontrada,"São Paulo, SP",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=9ccb0651ad6e189b&fccid=dd616958bd9ddc12&vjs=3
Bolsista - Engenharias; Ciência da Computação - WEG - Graduado,Não encontrada,"Blumenau, SC",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=75749087d15c8317&fccid=dd616958bd9ddc12&vjs=3
Senior Credit Specialist Moody's Local – Corporate and Infrastructure Finance,ZM Financial Systems,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0ad595a081ed7a37&fccid=7e9f8411cc2b1ce8&vjs=3
Especialista de DevSecOps,Oi,Home office,Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=bd52cc0af1123fb8&fccid=5608797143773fd8&vjs=3
Senior Credit Specialist Moody's Local – Corporate and Infrastructure Finance,Moody's Investors Service,"São Paulo, SP",Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=92e60b27d0d64456&fccid=28eefc5b86560831&vjs=3
Desenvolvedor(a) Full-stack Python sênior,GeekHunter,"Home office in São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=ab7ec1895cb1a43a&fccid=9ba8dec3013c0c90&vjs=3
Engenheiro de Dados,Jobbol,"Home office in São Paulo, SP",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=36566f5fadb42283&fccid=c64032edc49f7500&vjs=3
ESTAGIÁRIO (ENGENHARIA DE SOFTWARE),Teadit,"Itatiba, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=51d2af5c5f54d740&fccid=d3b95671d8c96913&vjs=3
Analista de Informações Gerenciais Sr. - (São Paulo),Itaú,"São Paulo, SP",Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=ccec6f095625d1c7&fccid=df3b23afae2f3514&vjs=3
Senior Analytics and Media Manager,Amzn Servicos de Varejo do Bra,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=330c7f09ea40e819&fccid=fe2d21eef233e94a&vjs=3
Analista de Segurança da Informação - Plantão,Tempest,Home office,Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=f6ed281f8c0426a9&fccid=5694053ccc30dc57&vjs=3
Cientista de Pesquisa Operacional | Digital Annealer,FUJITSU,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1ffcb47fef974093&fccid=0d771a787e6e10bd&vjs=3
QA Software Engineer II (Banking),Dock,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=7e668e6215f08b8b&fccid=54cbf0fb7523b0a2&vjs=3
Coordenador de Engenharia,Logcomex,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cf36aee818cff06b&fccid=be47abca78d46fd7&vjs=3
ANALISTA DE PROGRAMAÇÃO,CentralServer,"Home office in Curitiba, PR",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=81baf07b2bc00665&fccid=e3533e8f193ee319&vjs=3
Computer and Information Research Scientist,MOST Specialist Technologies,"Home office in Belo Horizonte, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=5f29e24a1d0bb416&fccid=164a79a2d47e57e3&vjs=3
Data Scientist - Remote,The Bridge Vagas,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ff08ea46b75ef9ec&fccid=490e0dcf75985b9b&vjs=3
Eqs Deriv Automation Strats,Goldman Sachs,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cbb73a1956865555&fccid=16a97ed26c75bf2d&vjs=3
Desenvolvedora Front End | Esportes | Mais Mulheres na Tecnologia!,Globo,Home office,Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=9b37106e49a8af2e&fccid=69cd436cef8c3dbe&vjs=3
Analista de testes em computer and information research scientist,MOST Specialist Technologies,"Home office in Belo Horizonte, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c5c70a1d74715039&fccid=164a79a2d47e57e3&vjs=3
Analista de CRM Pleno,Itaú Unibanco,"São Paulo, SP",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=9af43f7b743a3fff&fccid=df3b23afae2f3514&vjs=3
Technology Application Developer,Bank of America,"São Paulo, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=8284ebee8aafa3af&fccid=5bd99dfa21c8a490&vjs=3
Analista Azure,#VEMPRAIT4US,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=413031de31da2b40&fccid=90cc3df022a3bc97&vjs=3
Desenvolvedor(a) Back-end Pleno,EasyCrédito,"Hybrid remote in Goiânia, GO",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0eff4ae4a5165f69&fccid=ca034eba590f3b9b&vjs=3
Information Security Analyst - Threat Intelligence (Remote),Seedz,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=cfa58952e5eceb3c&fccid=ea45409212384433&vjs=3
Analista de Marketing Analytics Pl,Sodexo Benefícios e Incentivos,"Barueri, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f167386b661b1fb0&fccid=718aa00ca5b9e169&vjs=3
VAGA DESENVOLVEDOR PYTHON SÊNIOR,Não encontrada,"Home office in Rio de Janeiro, RJ",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=e852f78b434e8cac&fccid=dd616958bd9ddc12&vjs=3
Full stack developer,Luxoft,"Brasília, DF",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=b0ad261e6611370b&fccid=4b841d912d46e4fd&vjs=3
Analista DevOps Pleno,Grupo Ultra,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=db787705fd91e7dc&fccid=1af69058c82e89e9&vjs=3
Desenvolvedor FullStack,IK Solution,Home office,Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=6e213ddaab53decf&fccid=2ae1194110a9a961&vjs=3
ANALISTA SÊNIOR DE MIS DE CRÉDITO,Serasa,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9412f42d503fb704&fccid=e5c86fb795b26050&vjs=3
DevOps - Concrete part of Accenture,Accenture,"Rio de Janeiro, RJ",Postedhá 25 dias,https://br.indeed.com/rc/clk?jk=507a574ecf45d73e&fccid=a4e4e2eaf26690c9&vjs=3
Engenheiro(a) de Dados (Dev. Python),Hilab,"Curitiba, PR",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=9a2589d7b002ed73&fccid=9c153ebce0b1408f&vjs=3
Heavy Duty Vehicles Associate Researcher,International Council on Clean Transportation...,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=72bbfaa9c95b73a9&fccid=87bc37f6fec28d86&vjs=3
FrontEnd Developer,Wiley,"Home office in Curitiba, PR",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=494c1778130eb3fa&fccid=bee6abba453010ff&vjs=3
Analista de Desenvolvimento,Curriculum.com.br,"Home office in Campinas, SP",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=3c6a58344840d283&fccid=22d7ce555383096d&vjs=3
CÓD. 1125/2021 - DESENVOLVEDOR WEB FULL STACK (PYTHON/REACTJS),Eldorado,"Manaus, AM",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=bfac1c2054bc2c89&fccid=70cf64a0b596b733&vjs=3
Analista FinOps Sênior,Banco BV,"São Paulo, SP",Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=778409f1ebbaa40d&fccid=ceee6c892674bc45&vjs=3
Tech Lead em Engenharia de Dados,Fretebras,Home office,Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=521e625d9160a2ec&fccid=52ce3d0deb78eae4&vjs=3
Data Marketing Analyst,Pecege,Home office,Postedhá 29 dias,https://br.indeed.com/rc/clk?jk=a625d887c76578bf&fccid=d3c55a1033ec9b60&vjs=3
Backend Software Developer for Machine Translation,SAP,"São Leopoldo, RS",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=0e7a648a9216be0d&fccid=156c7820d1988640&vjs=3
Analista de Indicadores Pl (CX e Back Office),Digio,"Barueri, SP",Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=ed1a6e40ef3d1e7d&fccid=dec45784a5e2d28c&vjs=3
Software Quality Engineer,Inventa,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b72859d99f22c338&fccid=8b1f8c5c498fc5cf&vjs=3
Apps Dev Intermed Prgmr Anlyst,Citi,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=b606321d0ced8a03&fccid=5bcd1ef0a7f4fb99&vjs=3
ESTAGDAY | Estágio Tech,BRF,"Curitiba, PR",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=65320d7dbc905469&fccid=d84cd6b4baf5817b&vjs=3
Cientista de Dados Sênior/Especialista/Arquiteto,ilegra,Home office,PostedRecém publicada,https://br.indeed.com/company/Ilegra/jobs/Cientista-Dados-S%C3%AAnior-Especialista-Arquiteto-4dcf3c2a74c083f7?fccid=25af5a586aa7f9de&vjs=3
Pessoa Engenheira de Dados,Seja Vitat,Home office,Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=467b4e7fb511647a&fccid=b986fe99f56e72c3&vjs=3
Bolsista Programador/Desenvolvedor - AGROSATÉLITE- Graduado,Não encontrada,"Florianópolis, SC",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=b2bccaf748f6bed0&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor Full-Stack Sênior,Easy B2B,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=53141ce630ff6e0c&fccid=326a283b2769145c&vjs=3
Head of Data Analysis,ViaSat,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=21419d74dbdd9017&fccid=8b219f1987ef65ea&vjs=3
BACKEND DEVELOPER (PYTHON/GOLANG),Serasa,"Blumenau, SC",Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=3de9db19a965aea9&fccid=e5c86fb795b26050&vjs=3
ENGENHEIRO (A) DE MACHINE LEARNING,Arezzo&CO,"Campo Bom, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c215a6f53080341f&fccid=fd36a8c7ce8ff6c3&vjs=3
Analista de BI e Performance,MemoBCC,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=15faa9e0ef349321&fccid=ee3a31e3ee627bf6&vjs=3
Especialista de People Analytics,SX NEGÓCIOS,"Home office in Novo Hamburgo, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=112b2da9b7f631a1&fccid=5e9837539c9d6eca&vjs=3
Analista de Negócios,The Bridge Vagas,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=13b3980fd7046b7c&fccid=490e0dcf75985b9b&vjs=3
Desenvolvedor(a) Sênior - Interface em Produto,Não encontrada,Home office,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=2a63245e5c57b9e6&fccid=dd616958bd9ddc12&vjs=3
Arquiteto/Especialista BigData,Minsait an Indra Company,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=45982bad3b5b8d01&fccid=dd616958bd9ddc12&vjs=3
Corporativo - Coordenador(a) de BI,Grupo Habib's,"Barueri, SP",Postedhá 4 dias,https://br.indeed.com/rc/clk?jk=38c304bd9336e5b1&fccid=29fd7c66c034f14a&vjs=3
Data Intelligence Lead,Wework,"São Paulo, SP",PostedHoje,https://br.indeed.com/rc/clk?jk=4011d283cd740012&fccid=e76dadb9a0d8a2cf&vjs=3
Bolsa de Inovação/ Inova IEL,INSTITUTO EUVALDO LODI,"Tatuí, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b7104f8176ad169b&fccid=1cbca0579d4bc836&vjs=3
DevOps,Zé Delivery,"Home office in São Paulo, SP",Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=925f57ee38ed6953&fccid=7528b58389b851d3&vjs=3
"Software Engineer, Early Career, Campus (English, Portuguese)",Google,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=635d8de120f864a2&fccid=a5b4499d9e91a5c6&vjs=3
Senior Monitoring Engineer,NetCracker,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=6d5ae9a34420aadb&fccid=4975c507bf6ed5ed&vjs=3
Cientista de Dados Sênior,Vagas na Provi,Home office,Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=4c401d75d8cf016d&fccid=126991e7b1ddf0a4&vjs=3
Software Engineer II,Cadence Design Systems,"Belo Horizonte, MG",Postedhá 11 dias,https://br.indeed.com/rc/clk?jk=82d58781784f9ff9&fccid=391006290e845887&vjs=3
Staff RTL Design Engineer,Impinj,"Porto Alegre, RS",Postedhá 20 dias,https://br.indeed.com/company/Impinj/jobs/Staff-Rtl-Design-Engineer-cceedf5b09d85fe0?fccid=c3e8a5d99db6c2ae&vjs=3
Internal Audit Specialist,AlignTech,"São Paulo, SP",Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=eca2403b551d2f92&fccid=5d6a5521c3a684d6&vjs=3
Consultor DevOps,Vem Pra Vivo,"Barueri, SP",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=560a1d1bd4f11599&fccid=ad3d334e48bfbea9&vjs=3
Cientista De Dados,Divulga Vagas,"Brasília, DF",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=c63e76d1de9aadad&fccid=1abbffd7f44ec1e9&vjs=3
Analista de DevOps,tembici.,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Tembici./jobs/Analista-Devops-a99e78e7b264af1a?fccid=90220ad0f8ca290d&vjs=3
ANALISTA DE MODELAGEM DE CRÉDITO SÊNIOR | CIENTISTA DE DADOS,Neon Pagamentos,Home office in Brasil,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=64dc763d86aca1b1&fccid=f362771e1d0a24ae&vjs=3
Analista de Planejamento,Linx,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=789a223b1e9a5108&fccid=ac98fd0da84f31d4&vjs=3
IT Developer +,Santander,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=72881931801acf0c&fccid=e57a47a3d1d90e39&vjs=3
DEVOPS SRE - JÚNIOR,Tempest,Home office,Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=462c84b2de7acfc3&fccid=5694053ccc30dc57&vjs=3
Back-End Developer,Inovation IT Premium Outsourcing,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ca4894cda82e274e&fccid=0965d38e7a0233ac&vjs=3
Analista em Analytics Pleno,Autopass,"Home office in São Paulo, SP",Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=12f602f22c921a68&fccid=32df649a6e403238&vjs=3
Desenvolvedor(a) Transact-SQL,GeekHunter,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=e87ecd2ac004899a&fccid=9ba8dec3013c0c90&vjs=3
COORDENADOR DE PLANEJAMENTO COMERCIAL,CASA&VIDEO,"Rio de Janeiro, RJ",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=eebd59a0b6aa1d32&fccid=80878ab275ac03c5&vjs=3
"Internship Equities,Derivates & Structured Products (2) - PB Brazil",Credit Suisse,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=61ca763cf03efe85&fccid=e127f4594cdf24f4&vjs=3
Analista de Testes Automatizados (PL/SR) | Remoto,Sofist,Home office,Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=b8709de0087d3923&fccid=d44df11c8d7e31c5&vjs=3
Desenvolvedor/Programador Full Stack Profissional técnico,3CORP Technology,"Santana de Parnaíba, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c8bfe2f0d0945736&fccid=13d565c358c0af2f&vjs=3
People Analytics Sênior,frete.com,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b21dbf5e29c2d340&fccid=db5b7f5e55746bed&vjs=3
Pessoa Analista de Dados Sr,Mosaico,Home office,Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=8f2ff89ec25a2ff7&fccid=d9cc72c26598d9fd&vjs=3
Bolsista de Confiabilidade,INSTITUTO EUVALDO LODI,"Jaraguá do Sul, SC",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=e2508bbb58f62c07&fccid=1cbca0579d4bc836&vjs=3
Analista de B.I,Fullbar Digital,"São Paulo, SP",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=8310a9a4a2224e08&fccid=4b860ba70c53664a&vjs=3
Cost and Control Analyst - Logistic,Shopee,"São Paulo, SP",Postedhá 29 dias,https://br.indeed.com/rc/clk?jk=436c67a7b746ea41&fccid=0b476c4a7add47fe&vjs=3
Analista de Automação de Testes Mobile - PL,Prime Control,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=e13bb9b96f30cd63&fccid=26dabeb3b5e63829&vjs=3
Tech Manager - Remoto,Sanar,"Home office in São Paulo, SP",Postedhá 29 dias,https://br.indeed.com/rc/clk?jk=a467e3712e76a461&fccid=736654371ae3084d&vjs=3
Product Manager - Cartões Experiência,will bank,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f1e771f92f9e128c&fccid=6f87f0f19f9e71be&vjs=3
Product Manager - Cartões Experiência,will bank,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f1e771f92f9e128c&fccid=6f87f0f19f9e71be&vjs=3
ANALISTA DE SISTEMAS DA…,VERO RH,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=e0e7f4220837b7c0&fccid=322391b116405126&vjs=3
Analista Sysadmin,Nelogica,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3da0992667837b41&fccid=77ba1b798934a18f&vjs=3
Analista de Dados,IQVIA,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=bb1e7bdfa63a4fe2&fccid=6b7a1dfe07e7f037&vjs=3
CIENTISTA DE DADOS - SAO PAULO,OEmprego,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=e5f46e303af4e2b9&fccid=919b31f0a22ef58e&vjs=3
Líder de Data Intelligence,Cuponomia,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d7cafa1c5af34bec&fccid=b44254d1df33a51f&vjs=3
Credit Analyst – Corporate and Infrastructure Finance Moody's Local,Moody's Investors Service,"São Paulo, SP",Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=afacccfecda5f573&fccid=28eefc5b86560831&vjs=3
Arquiteto de Software,Curriculum.com.br,,Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=623607142d0db559&fccid=22d7ce555383096d&vjs=3
Arquiteto de Soluções,Curriculum.com.br,"São Paulo, SP",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=47a927bf36855e44&fccid=22d7ce555383096d&vjs=3
ANALISTA ANTIFRAUDE I,Claro,"Rio de Janeiro, RJ",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=43e33b52315f961a&fccid=bc50467403216791&vjs=3
Application Developer-Experience Front End,IBM,,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=77b5457aeb583b6b&fccid=de71a49b535e21cb&vjs=3
Pentester Infrastructure - Brasil,Cornershop by Uber,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ca594f0261cac1e3&fccid=d9bba51ffc063303&vjs=3
Front-end Developer (Sênior),ACCURSED SHARE,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=d32261a9709dcd98&fccid=bb9e0e32080f24e7&vjs=3
Pessoa Coordenadora de Análise de Dados,Vagas na Nomad,Home office,Postedhá 13 dias,https://br.indeed.com/company/Vagas-na-Nomad/jobs/Pessoa-Coordenadora-An%C3%A1lise-Dados-6c4f204cf0f5e1ae?fccid=dc4e5a686ca32a7f&vjs=3
QA III,Banco Inter,"Recife, PE",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3d5b2da0bcd38957&fccid=14ec08f9b76320ac&vjs=3
Analista de Dados - Sênior - Remoto permitido/Flexível,The Bridge Vagas,"Home office in São Paulo, SP",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=95178473d56e7041&fccid=490e0dcf75985b9b&vjs=3
Analista Middleware,Curriculum.com.br,"Brasília, DF",Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=8965ba86bc94ffca&fccid=22d7ce555383096d&vjs=3
Engenheiro de Dados,Carguero,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0b80b28092aae7a1&fccid=cb03247077c492f7&vjs=3
Líder de Data & Analytics,Nelogica,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=695b2b00ea1c7c85&fccid=77ba1b798934a18f&vjs=3
Data Scientist-BR-Sao Paulo-Sao Paulo,Globant,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=475ff3a1e5725281&fccid=34ea81fd9e91a411&vjs=3
Desenvolvedor(a) Back End,Bexs,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9ea60dd9b0ea3f0b&fccid=852a595a80b823ae&vjs=3
DevOps Engineer (Exclusiva PCD),Getrak.com,Home office,Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=6bf3b7bcd017c92c&fccid=92ecd5d319705af8&vjs=3
Especialista de Dados,SX NEGÓCIOS,"Home office in Novo Hamburgo, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1fcdcaa4067bbc22&fccid=5e9837539c9d6eca&vjs=3
Desenvolvedor,Autotrac Comércio e Telecomunicações SA,"Brasília, DF",Postedhá 4 dias,https://br.indeed.com/rc/clk?jk=3e12129515ed5520&fccid=b194658019be0bc1&vjs=3
Analista de Modelagem SR,IOUU,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=81d7345377a91652&fccid=827df3fd22237acd&vjs=3
Estagiário Gestão de Portfólio,Pravaler,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3c57652bf96aad6b&fccid=f3435d28764e1b99&vjs=3
IT Professional (Pessoa com Deficiência),"JPMorgan Chase Bank, N.A.","São Paulo, SP",Postedhá 10 dias,https://br.indeed.com/rc/clk?jk=8fa7bd75ff88de60&fccid=aaf3b433897ea465&vjs=3
Data Analytcs (Pl/Sr),Valemobi,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1f6e6e15078fd772&fccid=849474245baf9602&vjs=3
Pessoa Desenvolvedora Python Sênior,Aquarela Analytics,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8f9647247233edd0&fccid=31738c8eefec1252&vjs=3
Senior Data Scientist,ioasys,Home office,Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=2de0e83419eaaf36&fccid=cd3c13bc26128e6f&vjs=3
JBS - Especialista de Energia Elétrica,JBS,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=e121f5cad5faa8af&fccid=b8ee0337c9362d13&vjs=3
System Administrator Unix,Kyndryl,"Hortolândia, SP",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=af131afbd0be68be&fccid=c7e21868d667ab79&vjs=3
PROGRAMADOR DE SISTEMAS,BuscarVagas,"Caxias do Sul, RS",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=478b03ace8270252&fccid=73abce787a9b9ca5&vjs=3
SOFTWARE ENGINEER,Serasa,"Blumenau, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=24ef4323803c3326&fccid=e5c86fb795b26050&vjs=3
Cientista de Dados | Tecnologia para Produtos Digitais,Globo,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=269fad779ff1e138&fccid=69cd436cef8c3dbe&vjs=3
Pessoa Desenvolvedora Python (Especialista),Zup Innovation,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=d53a029b9cabc98d&fccid=286575ef2237b3c9&vjs=3
ANALISTA DE ENGENHARIA TI PLENO - Python,Itaú,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=ddac0d83d9400d1e&fccid=df3b23afae2f3514&vjs=3
Analista De Desenvolvimento De Sistemas – Canoas – RS,BuscarVagas,"Canoas, RS",Postedhá 4 dias,https://br.indeed.com/rc/clk?jk=401c7874ee0abad9&fccid=73abce787a9b9ca5&vjs=3
Programador - Backend Developer,Grupo Carone,"Vila Velha, ES",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=efd33bdf5f9eaae7&fccid=8ea301617b668425&vjs=3
Desenvolvedor de Teste / QA,INDT,"Manaus, AM",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cfdbe33fc288d418&fccid=aaae6fa765f90d1e&vjs=3
Software Engineer - Inventory Management Engineering,Goldman Sachs,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=74468d120b4b8a2b&fccid=16a97ed26c75bf2d&vjs=3
ESPECIALISTA DESENVOLVEDOR EM VISÃO COMPUTACIONAL E MACHINE LEARNING,Solinftec,Home office,Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=469b72caaabc11f4&fccid=c56c3b08f4b72656&vjs=3
Analista de Dados (Foco em Modelagem),Jornada Stone - Relacionamento com o cliente,"Rio de Janeiro, RJ",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=745c8cd8680e5ec5&fccid=716180d007e9f399&vjs=3
Pessoa Engenheira de Software (Liderança Técnica),Vem ser CESAR!,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d1b78b63a98628d9&fccid=dd616958bd9ddc12&vjs=3
Python Developer - Remote - Latin America,FullStack Labs,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=19197681da465d16&fccid=9c6c0fa81112149a&vjs=3
Pessoa Desenvolvedora Python SR - P11829,Stefanini,"Porto Alegre, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=e22c606c53352842&fccid=b5f60e05a12127f4&vjs=3
