title,company,location,how_old,link
Programador python,CAVOK AVIAÇÃO,"Pinhais, PR",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=dbdaeeffc3fb3ca1&fccid=ea666f11ce6a4f11&vjs=3
ANALISTA DE TESTES FUNCIONAIS,Eldorado,"Home office in Porto Alegre, RS",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=c95c6e139219e770&fccid=70cf64a0b596b733&vjs=3
Junior Data Engineer - QuantumBlack,McKinsey & Company,"Rio de Janeiro, RJ",Postedhá 23 dias,https://br.indeed.com/rc/clk?jk=34b6bb2034348763&fccid=6576e7250aa78c3c&vjs=3
Profissional de Desenvolvimento,ORBIS Sistemas,"Florianópolis, SC",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=fcc86cf312eb5d55&fccid=36310391d211b26d&vjs=3
CIENTISTA DE DADOS,BuscarVagas,"Rio de Janeiro, RJ",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=08c36aa1bd3730b5&fccid=73abce787a9b9ca5&vjs=3
[Python] - Pessoa Desenvolvedora Pleno/Sênior,modalmais,Home office,Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=4eba5e3346078fcf&fccid=3562b4e1ab8eee23&vjs=3
Desenvolvedor de Software Machine Learning - JR,SiDi,"Home office in Manaus, AM",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=469baf1447b77373&fccid=d944f1c7c41daa58&vjs=3
Analista Econômico,Sicredi,"Home office in Porto Alegre, RS",Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=7168e95f822dd55e&fccid=0bedb393cb03c383&vjs=3
Analista de Dados,A3Data,,Postedhá 11 dias,https://br.indeed.com/rc/clk?jk=c35c0f8d5f92357c&fccid=da9a0f944ccb7f3b&vjs=3
Analista de Modelagem Estatística SR,OUZE,"Hybrid remote in São José, SC",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=1e3f4c19d50d536a&fccid=5f203627bef9d7f4&vjs=3
Estágio TI,Grupo Panvel,"Eldorado do Sul, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a66851fdb9554624&fccid=336d97e8fb8f6d78&vjs=3
Analytics Engineer PL,MadeiraMadeira,Home office,Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=278735ee100f7764&fccid=7522264cf9717691&vjs=3
Software Engineer,Wex Europe Services Ltd,"Salvador, BA",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=155962de03b2a0be&fccid=67cf6319601a0310&vjs=3
Senior Data Scientist,Whirlpool Corporation,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a59730345f771af5&fccid=c403821dbe674a88&vjs=3
Analista Sênior - Políticas Crédito e Cobrança,Cora Bank,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=704bafdb27b099c1&fccid=c6f6eb272f17cbbf&vjs=3
Software Engineer - QuantumBlack Labs,McKinsey & Company,"São Paulo, SP",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=b85a67fafd1ffa37&fccid=6576e7250aa78c3c&vjs=3
Analista de BI,CSU,Home office,Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=fb7a41869326b2d3&fccid=9e1417d1695581f8&vjs=3
Analista SRE Junior,CIA Hering,"Home office in São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=e74288383a70e9d5&fccid=a76c73cacfc7a3e6&vjs=3
"Solutions Engineer, Ads",TikTok,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=6f2c11fb839d7dbc&fccid=caed318a9335aac0&vjs=3
Senior Software Engineer (MongoDB/Python),Canonical - Jobs,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=649da819a3af6434&fccid=d40b824c7b625849&vjs=3
Especialista Prevenção a Fraudes,Banco BV,"São Paulo, SP",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=ef2a48cde62799f5&fccid=ceee6c892674bc45&vjs=3
FullStack Developer (Python + Angular),Dixtior Consulting,Exterior,Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=4fe600921208af43&fccid=ab39e1ecdd6f38e7&vjs=3
Desenvolvedor Back End - Python | Django Jr (PJ),Mayo Consultoria,"Home office in São Paulo, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=c8cb1965161a7c7e&fccid=d6b954c45234a692&vjs=3
Desenvolvedor(a) Back-End – (Python ) Pleno,ONOVOLAB TALENTS,"São Carlos, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1dcaaa28631f3748&fccid=7abfc9653f7ef32d&vjs=3
Estágio em Engenharia de Dados,WeVets,"Hybrid remote in São Paulo, SP",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=09dfec5cdcb4f16e&fccid=976c56e26f5d2fad&vjs=3
Estagiário de Suporte Técnico,iSPORTiSTiCS,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=08499bc8ae9d49d2&fccid=b6309b1b139f13b0&vjs=3
"Analista de Informações Gerenciais Junior (Laboratório) - São Paulo, SP",UnitedHealth Group,"São Paulo, SP",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=08bf829f325ebbf3&fccid=d3d3520998346837&vjs=3
Python Developer-BR-Sao Paulo-Sao Paulo,Globant,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f753a32f65aefd7f&fccid=34ea81fd9e91a411&vjs=3
Professor(a) Data Science - (Part time),Let's Code,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=43b672009b1acb06&fccid=00aa8f3bf3091b32&vjs=3
Analista de Dados Júnior,Dynamox,"Florianópolis, SC",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=b116fa0fe7fde00f&fccid=91295c637a1951c6&vjs=3
Pessoa Desenvolvedora de Software Front-End - Pleno,Passei Direto,Home office,PostedHoje,https://br.indeed.com/rc/clk?jk=b1972df7ed57245e&fccid=03783be5f74c1fea&vjs=3
Pollster,TOP Agency,,Postedhá 10 dias,https://br.indeed.com/rc/clk?jk=bef59b8b55b55190&fccid=95ba0f0f3bc059a8&vjs=3
Principal Data Scientist - QuantumBlack,McKinsey & Company,"Rio de Janeiro, RJ",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=03706755b03ce482&fccid=6576e7250aa78c3c&vjs=3
Analista de Desenvolvimento de Software II - Python,Fit - Instituto de Tecnologia,"Manaus, AM",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=1ab6e26348673509&fccid=ee59699996cb4482&vjs=3
Analista de Teste / QA Júnior,Company Hero,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=4fc04ee220ece686&fccid=8af1b4d456a97b72&vjs=3
Analista de Gestão de Ativos Pleno,Brasol - Soluções Energèticas Inteligentes,"Home office in São Paulo, SP",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=39c77424097efc4e&fccid=dd616958bd9ddc12&vjs=3
Data Engineer Python| Collibra,CAPCO,"São Paulo, SP",Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=f24c68e7a896ad82&fccid=c2a63affe8751868&vjs=3
Especialista em Modelagem de Crédito (Vaga Remota),Bankly,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=15b63f42741f7ccd&fccid=752e5cd79a6b52b8&vjs=3
Analista de Planejamento de Demanda,Vem para Cellera,"Indaiatuba, SP",Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=d18caa18e40e3eae&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor Fullstack (React + Python),JustForYou,Home office,Postedhá 22 dias,https://br.indeed.com/rc/clk?jk=7fe02cc2d3c4ccac&fccid=b9466cd758e6d343&vjs=3
Analista de Pricing l São José dos Campos,Buser,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=bcd36f28e5d81a1b&fccid=40e924d2680bf78d&vjs=3
Product Coordinator Latam,Wework,"São Paulo, SP",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=4fc4d9d8f5e3970b&fccid=e76dadb9a0d8a2cf&vjs=3
DESENVOLVEDOR PYTHON,Qualitá RH,"Home office in Rio de Janeiro, RJ",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=5ff461e818e6ff54&fccid=11c7c3d8f3d768d9&vjs=3
Data Analyst,Edify Education,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=208eb160adf634ad&fccid=464e4f0205798a8a&vjs=3
Anl Tec e Operações Senior (Telemetria de Motores),Santander Brasil,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=5006341ad845493a&fccid=e57a47a3d1d90e39&vjs=3
Analista de Migração de Dados PL (PJ)*,EDC Uni & Smart,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c30320d844e9b311&fccid=8fb09f4f37f0c002&vjs=3
Analista de BI,Vila Nova,"Poços de Caldas, MG",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=eda5aea8a69b0474&fccid=567485d51e700940&vjs=3
Data Scientist,International Flavors & Fragrances,"Alphaville, SP",Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=b5411cb099d46e8b&fccid=87c08f0984b02c4c&vjs=3
Associate Analyst 3,ZM Financial Systems,"São Paulo, SP",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=eb5b0d1644e81a20&fccid=7e9f8411cc2b1ce8&vjs=3
Coordenador de Políticas de Crédito,Banco BV,"São Paulo, SP",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=8da3b972bd0ca2f4&fccid=ceee6c892674bc45&vjs=3
Cientista de Dados JR,SiDi,"Recife, PE",Postedhá 27 dias,https://br.indeed.com/rc/clk?jk=4eb3b035976cdc57&fccid=d944f1c7c41daa58&vjs=3
Analista de Testes PL,Positivo Tecnologia,"Manaus, AM",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=53334290b5634c63&fccid=0d0653c8d098c271&vjs=3
Engenheiro de Dados,Clicksign,Home office,Postedhá 1 dia,https://br.indeed.com/company/Clicksign/jobs/Engenheiro-Dados-85204f4174e10424?fccid=2a7d6202d5658abc&vjs=3
INGENIERO/A DE SOFTWARE JUNIOR,Capgemini,"Vitória, ES",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=967b84e26a12045a&fccid=105ecfd0283f415f&vjs=3
Analista de Sucesso do Cliente - GIS,INFLOR,Home office,Postedhá 22 dias,https://br.indeed.com/rc/clk?jk=23a3622470bbbdb4&fccid=3cb157468e50be93&vjs=3
Pessoa Engenheira de Dados (full remoto),elo7,"Home office in São Paulo, SP",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=d45828b8a62ccfbb&fccid=1367e9dd1771ec22&vjs=3
QA / Tester - JR,SiDi,"Home office in Manaus, AM",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=491f59195794a4ad&fccid=d944f1c7c41daa58&vjs=3
Analista de Dados Pleno,LET'S - Logística e Distribuição,"Osasco, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c20ec3da688b16d6&fccid=8e3ab2ad881f2be8&vjs=3
Desenvolvedor Back-end,innolevels - Leveraging your Business,"Rio de Janeiro, RJ",Postedhá 29 dias,https://br.indeed.com/rc/clk?jk=4745e7a97751126f&fccid=e0ac8af7102e4ed7&vjs=3
GERENTE DE DATA E ANALYTICS,Movida Aluguel de Carros,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=9c00766c9e6a2527&fccid=08c03bd13f0047ed&vjs=3
Cientista de Dados | Modelagem de Risco de Crédito,Bava,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=95e53d7827935d89&fccid=835205bce53972ad&vjs=3
Data Scientist,Ambev Tech,"Campinas, SP",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=ae1a3893f5555935&fccid=659e51f3cf9c394c&vjs=3
Pessoa Cientista de Dados,Zallpy Digital,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2699ef34256f0186&fccid=2ac78f54db705d75&vjs=3
Associate Analyst 3,Moody's,"São Paulo, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=282428c284dc00f6&fccid=28eefc5b86560831&vjs=3
Especialista de Crédito (Estratégias PF) | REALIZE,REALIZE CFI,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=4afe6bb3657f40dd&fccid=e4bcb81ca9203d45&vjs=3
Coordenador de Integrações,Mercafacil,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b9defa12d744b82a&fccid=e1d8d0a26265504b&vjs=3
Optical Intern,NOKIA,"São Paulo, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=77ba43324a9beb71&fccid=3444e7c94299ba32&vjs=3
Estágio Desenvolvimento Software Embarcado,ART - Alta Rail Technology,"Colombo, PR",Postedhá 27 dias,https://br.indeed.com/rc/clk?jk=58800ebc4627de9d&fccid=dd616958bd9ddc12&vjs=3
Data Specialist,TikTok,"São Paulo, SP",Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=d72aa9a0b8e44677&fccid=caed318a9335aac0&vjs=3
Data Engineer,MasterCard,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=595cd89362ca8fed&fccid=10b5c722d846df43&vjs=3
Sympla | Analista de Dados,Anywhere,Home office,Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=56ba259b4bb0f347&fccid=6ba6257a4542364a&vjs=3
Desenvolvedor Full Stack - Jardim Aquarius,Jobbol,"São José dos Campos, SP",Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=c09573eaa8599e22&fccid=c64032edc49f7500&vjs=3
Desenvolvedor De Software C/C++ – Eldorado Do Sul – RS,BuscarVagas,"Home office in Eldorado do Sul, RS",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=30cdebfe2bf1c729&fccid=73abce787a9b9ca5&vjs=3
Desenvolvedor C# para Desktop – SR,SiDi,Remoto,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f90cac8c5c103a11&fccid=d944f1c7c41daa58&vjs=3
PEBMED | Cientista de Dados Pleno,PEBMED,Home office,Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=cea150c4d01ddc86&fccid=ec6d6e5d0bd8f28f&vjs=3
Data Engineer with experience in Python and scripting,Luxoft,"Brasília, DF",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=c50d134d2cce4b27&fccid=4b841d912d46e4fd&vjs=3
Desenvolvedor (a) Back end - Python/Django,Integrity Consulting,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=33781530815c6887&fccid=2281e4a9c6647a41&vjs=3
Especialista em Inteligência Agrícola,Grupo Sinagro,"Goiânia, GO",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d9b88f3964440bdc&fccid=3252f33bd906c8fb&vjs=3
Estagiário de Risco e Modelagem,C&A,"Home office in Barueri, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3f649315d953594e&fccid=a4cd2f6890a2a328&vjs=3
Cientista de Dados Python (remoto),GeekHunter,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2a687c91b99cfdaf&fccid=9ba8dec3013c0c90&vjs=3
Estágio - Data Engineering,Quem somos,"São Paulo, SP",Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=0e032fc203315d17&fccid=632c48afba6abfc6&vjs=3
Analista De Teste,BuscarVagas,"Brasília, DF",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=7c0649c3e86b5390&fccid=73abce787a9b9ca5&vjs=3
Engineering Manager - Remoto,Cobli,Home office,Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=f2a542adaf33c3e6&fccid=a793438efc260ec2&vjs=3
Estágio – Desenvolvedor De Produtos – Porto Alegre – RS,BuscarVagas,"Porto Alegre, RS",Postedhá 3 dias,https://br.indeed.com/rc/clk?jk=42c0dd737a40fa6f&fccid=73abce787a9b9ca5&vjs=3
Analista de Automação e Gestão de dados - Python,Digio,"Barueri, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=5ca0fc6de4e82f82&fccid=dec45784a5e2d28c&vjs=3
Dev Backend Python,Clicksign,Home office,Postedhá 30+ dias,https://br.indeed.com/company/Clicksign/jobs/Dev-Backend-Python-81980ce533182f9f?fccid=2a7d6202d5658abc&vjs=3
Analista de Infraestrutura - Containers,Solvimm,Home office,Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=e90336309d5331ef&fccid=29551b5fb5d36206&vjs=3
Analistica Logistica Sr,Ball Corporation,"São José dos Campos, SP",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=3f5a349a678ec662&fccid=b037a338aef47a20&vjs=3
Data Scientist - Americas,Yara,"São Paulo, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=d198c4a25fb61e6d&fccid=170dafc5aba5f055&vjs=3
ESTÁGIO TALENTO - MARKETING DIGITAL,Lojas Quero-Quero,"Cachoeirinha, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=818b60ea242caecb&fccid=03622d1d00114568&vjs=3
Analista de Dados,Matriz,"São Paulo, SP",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=90342a36c02b36b2&fccid=ace40592301c5480&vjs=3
ANALISTA DE SOFTWARE EMBARCADO,Eldorado,"Manaus, AM",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0eb3978dae086c54&fccid=70cf64a0b596b733&vjs=3
Desenvolvedor Python,Não encontrada,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=eb96939a6a1d5cd5&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor Python Full Stack - Pleno,Proxys Group,"Home office in Curitiba, PR",Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=83fb55be33ada509&fccid=e2507d8d68e339d6&vjs=3
Estágio em Ciência de Dados,GRH Group,"Home office in Sorocaba, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ebd61c58dfdc0053&fccid=79481f76fe84a2c8&vjs=3
Cientista de Dados,Minsait an Indra Company,"Hybrid remote in São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=723e43f36a4d4ecd&fccid=dd616958bd9ddc12&vjs=3
Pessoa Gerente de Análise de Risco (Analytics) - Fraude,Bankly,Home office,Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=a53f7216454227f1&fccid=752e5cd79a6b52b8&vjs=3
Especialista de Recuperação de Crédito - Analytics | REALIZE,REALIZE CFI,Home office,Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=23f4b919024b27b6&fccid=e4bcb81ca9203d45&vjs=3
Tech Leader (Dados),Logcomex,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c9938831f950cc69&fccid=be47abca78d46fd7&vjs=3
Cientista de Dados SR,SiDi,"Recife, PE",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f712f955fe04144d&fccid=d944f1c7c41daa58&vjs=3
Data Scientist-Advanced Analytics,IBM,"São Paulo, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=678838b41898c406&fccid=de71a49b535e21cb&vjs=3
Developer,ADP,"Porto Alegre, RS",PostedRecém publicada,https://br.indeed.com/rc/clk?jk=99281641a63087dd&fccid=e996c2d6855fe778&vjs=3
Desenvolvedor backend jr,Seazone,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ffc87c938edde371&fccid=e326532d41ab2aca&vjs=3
Analista de Gestão de Dados Jr (Arrecadação),Digio,"Hybrid remote in Barueri, SP",Postedhá 27 dias,https://br.indeed.com/rc/clk?jk=f1a7734da7c8d260&fccid=dec45784a5e2d28c&vjs=3
Cientista de Dados III,Lumini IT Solutions,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=82e6626ec8074d77&fccid=9f186a68b6147c40&vjs=3
Especialista em Data Analytics,Lojas Renner,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2545623da855b392&fccid=0421650f9c724b35&vjs=3
Desenvolvedor de Software - Back End,IBM,"São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=269f1d267a79f22d&fccid=de71a49b535e21cb&vjs=3
Data Analytics em Auditoria e Investigação Corporativa (2022-102),Volkswagen do Brasil,"Home office in São Bernardo do Campo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=314abc35842f2a78&fccid=263be8b9afb34d7d&vjs=3
Desenvolvedor(a) Python (remoto) Full-stack,GeekHunter,"Home office in Curitiba, PR",Postedhá 23 dias,https://br.indeed.com/rc/clk?jk=b1da4cfe7ddb0ebd&fccid=9ba8dec3013c0c90&vjs=3
Desenvolvedor Back End,Flix,"Home office in São Paulo, SP",Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=3e9018906fe4f702&fccid=b7505b3fcef72635&vjs=3
Analista de QA Junior - Netwin,openlabs,Home office,Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=e6a4ed3f37c10327&fccid=221db006ee5627ae&vjs=3
Pessoa Analista Dados Junior,Sami,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=e7807743be5f0d3a&fccid=cb04dcec7a7ab7a1&vjs=3
Estágio em Engenharia de Dados,Bling,Home office,Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=dfc77e2008ea09c9&fccid=67459749ea0c8a48&vjs=3
Deal Structurer,Shell,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=06486ff5d13d2eba&fccid=167aa4ca2fe7d8e6&vjs=3
Desenvolvedor(a) Júnior,Não encontrada,Home office,Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=59f0a320dd11fc62&fccid=dd616958bd9ddc12&vjs=3
Estágio em Relacionamento com o cliente,Supergasbras,"Rio de Janeiro, RJ",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=50be20518d7dade0&fccid=338e9578cf559ebb&vjs=3
Desenvolvedor de Visão Computacional,Atman Systems,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=bf77acf025892053&fccid=d6703284d4d7c15b&vjs=3
Junior Client Reports Analyst,UBS,"São Paulo, SP",Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=be0ce8852dd4f1d7&fccid=1c76c3a36f6c7557&vjs=3
Desenvolvedor Back End - Python | SQL (PJ),Mayo Consultoria,"Home office in São Paulo, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=d11b8625a55451a2&fccid=d6b954c45234a692&vjs=3
"Intern, Forensic Investigations and Intelligence",Kroll,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b0bfbd14aa7e22be&fccid=2991547aff717aed&vjs=3
Cientista de Dados Pleno,Smart NX,Home office,Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=2b787c2064a96f5e&fccid=50723f1995dcb248&vjs=3
Software Engineer,WEX Inc.,"Salvador, BA",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0e173fe63aa974a1&fccid=c9538b927313f8e0&vjs=3
Desenvolvedor JR Backend (Java/Python/NodeJS)- Fintech Magalu,Luizalabs,"São Paulo, SP",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=ec09a6aec6d41bd4&fccid=5d64e462228ff346&vjs=3
Estágio em NLP,MOST Specialist Technologies,"Home office in Belo Horizonte, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=7dcad0927830c518&fccid=164a79a2d47e57e3&vjs=3
Analista de Dados JR (Planejamento Comercial),MadeiraMadeira,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=4895191b8904f147&fccid=7522264cf9717691&vjs=3
ANALISTA DE CRÉDITO SÊNIOR - GESTÃO DE PORTFÓLIO,Neon Pagamentos,Home office in Brasil,Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=7075e163a5970439&fccid=f362771e1d0a24ae&vjs=3
Arquiteto(a) de soluções [Remoto],Sankhya Gestão de Negócios,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cbd8ff372d94d6d9&fccid=cb41a10e2720341c&vjs=3
Analista de BI- Marketing Digital,+A Educação,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3d21c4e741f2aeea&fccid=fa413e57da398f7b&vjs=3
ESTÁGIO TALENTO,Lojas Quero-Quero,"Cachoeirinha, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=00e438f113559b33&fccid=03622d1d00114568&vjs=3
Analista Relacionamento com Fornecedores Jr,Vem ser Ourofino Agrociência!,"Home office in Ribeirão Preto, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=881bd9c270919d47&fccid=dd616958bd9ddc12&vjs=3
Senior Systems Engineer,BOEING,"São José dos Campos, SP",Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=4a26ff1e066d484d&fccid=edae4285faf6c2f0&vjs=3
Pessoa Desenvolvedora Backend,Bild Desenvolvimento Imobiliário,Home office,Postedhá 16 dias,https://br.indeed.com/rc/clk?jk=a6dadeb85da19879&fccid=031362d948698b1a&vjs=3
DEVOPS JR,ROIT,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=79e720497ddb6b70&fccid=881947d7f3319cbd&vjs=3
Software Engineer (Data),Oportunidades Gobetti RH,Home office,Postedhá 6 dias,https://br.indeed.com/rc/clk?jk=f7b10db2beeaf665&fccid=5aabc083e6b8a70a&vjs=3
Sr. Data Analyst,Yara,"São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=3087e87c8de656f5&fccid=170dafc5aba5f055&vjs=3
Analista de Desenvolvimento de Sistemas JR,Silimed Indústria de Implantes LTDA,"Rio de Janeiro, RJ",PostedRecém publicada,https://br.indeed.com/rc/clk?jk=596e7a7087ff5b2a&fccid=54c8a21fa3842a79&vjs=3
Engenheiro de Dados,Cielo,Home office,PostedHoje,https://br.indeed.com/rc/clk?jk=298171db69dee1a4&fccid=914d1e1f722393dc&vjs=3
Pessoa Desenvolvedora | Inteligência de Vendas,Take Blip,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=54693f5605ea4673&fccid=8974a2d5d24a38e1&vjs=3
Analista de Dados,JustForYou,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=27190e8fb286384d&fccid=b9466cd758e6d343&vjs=3
RINGA- 4945625/5 - DESENVOLVEDOR BACK END PYTHON PLENO,Elemento RH,"Home office in São Carlos, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d367e46dd75ec0ba&fccid=0803299a25b221e3&vjs=3
Linux SysAdmin,Ecossistema Ahgora,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2dbd0aa647f7010a&fccid=138b430f79d2084f&vjs=3
Software Engineer (Python/Linux/Packaging),Canonical - Jobs,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=72865f32674b7e62&fccid=d40b824c7b625849&vjs=3
Cientista de Dados AWS,Leega Consultoria,Home office,Postedhá 5 dias,https://br.indeed.com/company/Leega/jobs/Cientista-Dados-Aws-71d66c26650102b7?fccid=853fbafe52a609fc&vjs=3
Estágio em Institucional Sales I Leblon - RJ,HASHDEX,"Rio de Janeiro, RJ",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=032a6437caef483d&fccid=f1911cca55cb8c50&vjs=3
Desenvolvedor Full Stack,Curriculum.com.br,"Rio de Janeiro, RJ",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=7a29f46f8042829c&fccid=22d7ce555383096d&vjs=3
